brand_id,brand_name,brand_page_link,created_at,updated_at
a8dd8b8c-4079-4f8e-beab-0edb34190f00,Cinema Secrets,https://www.sephora.com/brand/cinema-secrets,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
4ee89547-5932-4bd1-a92b-e3695286bee7,Clarins,https://www.sephora.com/brand/clarins,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
40133e4c-a504-4f4d-bb8b-67fa3db244bf,CLEAN RESERVE,https://www.sephora.com/brand/clean-reserve,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
a08624c2-8056-43d3-a029-4a2062e93690,CLINIQUE,https://www.sephora.com/brand/clinique,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
ddbc3898-8fde-4dfe-afb1-eed826db10da,COLOR WOW,https://www.sephora.com/brand/color-wow,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
b6c71a54-c6a2-48dc-b764-a6ecd2c07036,Commodity,https://www.sephora.com/brand/commodity,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
855c63f3-481c-4d2b-9ef1-f107dd57ada0,Community Sixty-Six,https://www.sephora.com/brand/community-sixty-six,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
24a70961-fb33-4d50-a3ef-c6e53f696c1b,COOLA,https://www.sephora.com/brand/coola-suncare,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
79987d71-7fa1-4d61-9e67-8ee3c5f51a05,Crown Affair,https://www.sephora.com/brand/crown-affair,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
5dc0c110-7225-42a6-8487-a4fc867cbac6,Curlsmith,https://www.sephora.com/brand/curlsmith,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
22819731-65c3-421c-8088-8fc5ec80fce3,dae,https://www.sephora.com/brand/dae,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
f5765141-c7b5-45d9-a369-7244547a6786,DAMDAM,https://www.sephora.com/brand/dam-dam,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
a9fa62f4-9bd5-439a-9cc6-91cf17d1bf61,Danessa Myricks Beauty,https://www.sephora.com/brand/danessa-myricks-beauty,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
c519492e-224b-4d7e-8d49-c809fc9310d3,Deborah Lippmann,https://www.sephora.com/brand/deborah-lippmann,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
00fc528b-dd36-4474-8c8c-8741aeabd4cc,DedCool,https://www.sephora.com/brand/dedcool,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
d3e99123-f579-487e-87d9-b8f34b514b81,DEREK LAM 10 CROSBY,https://www.sephora.com/brand/derek-lam-10-crosby,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
05de1514-f793-4ea4-90c1-f7436e87f910,DERMAFLASH,https://www.sephora.com/brand/dermaflash,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
8d7cdb2e-a9b0-4141-9a5a-9f0676a63743,Dermalogica,https://www.sephora.com/brand/dermalogica,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
f763c9c5-7c9c-4235-b1b9-698873950d99,Dieux,https://www.sephora.com/brand/dieux,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
c047279a-352c-4bd8-933d-3d11ed0d84e5,Dior,https://www.sephora.com/brand/dior,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
5df5360e-fd57-4ccc-bc7b-f47f35b9139e,Dolce&Gabbana,https://www.sephora.com/brand/dolce-gabbana,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
c36f3ee0-8229-48a2-866f-df4fe4ebbf28,DOMINIQUE COSMETICS,https://www.sephora.com/brand/dominique-cosmetics,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
86c78cb8-cff5-4a9f-ab3b-0534af984504,Donna Karan,https://www.sephora.com/brand/donna-karan,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
a938569e-c4af-4bfc-970b-cf68cc767909,Dr. Barbara Sturm,https://www.sephora.com/brand/dr-barbara-sturm,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
a3d7114a-2cba-4dd0-8db0-f22f0b4805d8,Dr. Brandt Skincare,https://www.sephora.com/brand/dr-brandt-skincare,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
7adee243-8893-4011-8ae1-e16539ed7f91,Dr. Dennis Gross Skincare,https://www.sephora.com/brand/dr-dennis-gross-skincare,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
c632f53c-debb-4a36-a66b-62efd5c6b58a,Dr. Idriss,https://www.sephora.com/brand/dr-idriss,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
